,AppName,compute_version,gpu_id,gpu_name,max_clock_rate,num_of_cores,L2,bus,memory_clock,bandwith,GM,num_sm,num_cores_sm,theoretical_flops,AppId,duration,grid_x,grid_y,block_x,block_y,registers,smem,cmem,number_of_lines_kernel,occupancy
124,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,16.319088,928,928,8,8,32,0,348,6,50
125,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,18.087737,960,960,8,8,32,0,348,6,50
126,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,19.945938,992,992,8,8,32,0,348,6,50
127,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,21.944694,1024,1024,8,8,32,0,348,6,50
128,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.000553028,16,16,16,16,32,0,348,6,100
129,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.004410123,32,32,16,16,32,0,348,6,100
130,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.014786,48,48,16,16,32,0,348,6,100
131,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.035039,64,64,16,16,32,0,348,6,100
132,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.06834,80,80,16,16,32,0,348,6,100
133,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.117579,96,96,16,16,32,0,348,6,100
134,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.176418,112,112,16,16,32,0,348,6,100
135,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.263558,128,128,16,16,32,0,348,6,100
136,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.37478,144,144,16,16,32,0,348,6,100
137,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.514793,160,160,16,16,32,0,348,6,100
138,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.683421,176,176,16,16,32,0,348,6,100
139,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,0.879492,192,192,16,16,32,0,348,6,100
140,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.118057,208,208,16,16,32,0,348,6,100
141,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.396491,224,224,16,16,32,0,348,6,100
142,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,1.718229,240,240,16,16,32,0,348,6,100
143,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,2.08541,256,256,16,16,32,0,348,6,100
144,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,2.49949,272,272,16,16,32,0,348,6,100
145,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,2.968663,288,288,16,16,32,0,348,6,100
146,matMul_gpu,3.0,1,GTX-680,1058,1536,0.5,256,3004,192256.0,2,8,192,3250176.0,2,3.492306,304,304,16,16,32,0,348,6,100
